name,ranking,categories,mechanics,yearpublished,playingtime,minage,usersrate,average,bayesaverage,stddev,numcomments,numweights,averageweight,recom_plyrs_int,avgprice,numcat,nummech,langdep
Dungeon Twister,1174,"Adventure, Exploration, Fantasy, Fighting, Maze","Action Points, Card Play Conflict Resolution, Grid Movement, Hand Management, Map Deformation, Modular Board, Secret Unit Deployment, Variable Player Powers",2004,60,11,5917,6.81721,6.4723,1.51563,1914,691,2.8857,2,119.5,5,8,2
The Lord of the Rings: The Card Game – Revised Core Set,1175,"Adventure, Card Game, Collectible Components, Fantasy, Novel-based","Automatic Resource Growth, Cooperative Game, Deck Construction, Events, Hand Management, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers, Variable Set-up",2022,90,14,978,8.58806,6.47224,1.23999,145,41,3.3902,2,62.24,5,9,4
Rise of Tribes,1176,"Civilization, Dice, Prehistoric","Area Majority / Influence, Dice Rolling, Events, Modular Board, Race, Variable Player Powers",2018,60,10,2786,7.1701,6.47192,1.28583,777,107,2.1682,4,32.66,3,6,3
Keythedral,1177,"City Building, Medieval","Auction/Bidding, Modular Board, Set Collection, Tile Placement, Worker Placement",2002,90,8,2997,7.05122,6.47129,1.21976,1096,390,2.8538,4,164.99,2,5,3
Spirits of the Wild,1178,"Abstract Strategy, Animals, Fantasy","Action Retrieval, Hand Management, Set Collection",2018,30,10,2147,7.35933,6.47108,1.12678,439,56,1.3036,2,53.75,3,3,2
Thunderbirds,1179,"Adventure, Movies / TV / Radio theme, Science Fiction","Action Points, Area Movement, Cooperative Game, Dice Rolling, Pick-up and Deliver, Set Collection, Solo / Solitaire Game, Variable Player Powers",2015,60,10,1849,7.55766,6.47089,1.3386,525,78,2.4872,3,148.52,3,8,3
Java,1180,City Building,"Action Points, Area Majority / Influence, Layering, Tile Placement",2000,120,12,3417,7.00962,6.47083,1.30695,1188,374,3.3877,3,62.49,1,4,1
Liberty or Death: The American Insurrection,1181,"Age of Reason, American Revolutionary War, Political, Wargame","Area Majority / Influence, Dice Rolling, Simulation, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers",2016,360,14,1411,7.80292,6.47061,1.38362,466,127,4.0866,4,108.5,4,6,4
Exit: The Game – The Sunken Treasure,1182,Deduction,Cooperative Game,2017,90,10,3038,7.07032,6.46995,1.30839,531,53,1.8868,2,12.97,1,1,5
Smash Up: It's Your Fault!,1183,"Card Game, Fantasy, Horror, Humor, Medieval, Mythology, Science Fiction, Spies/Secret Agents, Zombies","Area Majority / Influence, Hand Management, Take That, Variable Phase Order",2016,60,14,1862,7.513,6.4699,1.31621,271,20,2.05,8,67.74,9,4,3
Trains: Rising Sun,1184,"Card Game, Territory Building, Trains, Transportation","Deck Bag and Pool Building, Hand Management, Network and Route Building",2014,45,12,1814,7.43129,6.46947,1.25422,463,62,2.4355,4,56.33,4,3,2
Royals,1185,,"Area Majority / Influence, Open Drafting, Set Collection",2014,60,10,2562,7.17285,6.4692,1.20177,576,99,2.2323,4,41.81,0,3,1
Hostage Negotiator,1186,"Card Game, Dice","Dice Rolling, Hand Management, Open Drafting, Solo / Solitaire Game",2015,20,13,5243,6.84222,6.46851,1.38997,1189,182,2.0055,1,51.95,2,4,3
Castell,1187,Sports,"Area Movement, Pattern Building, Set Collection",2018,90,12,1780,7.44566,6.46782,1.2396,345,78,3.2179,3,43.15,1,3,1
Sentient,1188,"Industry / Manufacturing, Math, Science Fiction","Area Majority / Influence, Dice Rolling, Open Drafting, Set Collection",2017,60,12,2381,7.21601,6.46697,1.21061,523,39,2.2308,3,75.0,3,4,2
Faiyum,1189,"Ancient, City Building, Economic, Farming","Action Retrieval, Deck Bag and Pool Building, Hand Management, Hexagon Grid, Network and Route Building, Open Drafting, Solo / Solitaire Game, Worker Placement",2020,140,12,1623,7.56327,6.46694,1.25623,338,85,3.1294,4,44.84,4,8,1
Folklore: The Affliction,1190,"Adventure, Horror, Miniatures","Action Points, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Solo / Solitaire Game, Variable Player Powers",2017,120,14,1868,7.74432,6.46682,1.64146,594,71,3.6761,4,221.66,3,8,4
Odin's Ravens (Second Edition),1191,"Animals, Card Game, Mythology","Hand Management, Race",2016,30,10,3442,7.02317,6.46673,1.14808,637,88,1.2045,2,18.0,3,2,1
The Werewolves of Miller's Hollow,1192,"Bluffing, Deduction, Horror, Murder/Mystery, Party Game","Hidden Roles, Player Elimination, Role Playing, Team-Based Game, Variable Player Powers, Voting",2001,30,10,10842,6.70994,6.46669,1.68286,2009,649,1.3128,12,11.5,5,6,1
"The Hunters: German U-Boats at War, 1939-43",1193,"Nautical, Wargame, World War II","Dice Rolling, Paper-and-Pencil, Push Your Luck, Simulation, Solo / Solitaire Game",2013,120,12,1647,7.74824,6.46648,1.45877,602,171,2.5556,1,130.0,3,5,3
Rattus,1194,"Animals, Medieval","Area Majority / Influence, Area Movement, Variable Player Powers",2010,45,10,5876,6.78216,6.46628,1.17999,1317,325,2.0585,4,40.0,2,3,1
Liberté,1195,"Napoleonic, Political","Area Majority / Influence, Auction/Bidding, Hand Management, Open Drafting",1998,90,14,2675,7.12911,6.46574,1.35603,1048,299,3.3077,4,25.32,2,4,2
BattleTech,1196,"Collectible Components, Fighting, Miniatures, Science Fiction, Wargame","Dice Rolling, Hexagon Grid, Movement Points, Role Playing, Simulation, Variable Player Powers",1985,0,12,3483,7.07574,6.46505,1.61291,1042,373,3.4209,8,68.66,5,6,3
Three Sisters,1197,"Dice, Farming","Dice Rolling, Paper-and-Pencil, Rondel, Solo / Solitaire Game",2022,60,14,1494,7.69821,6.46481,1.12301,347,44,2.75,2,27.59,2,4,3
Merchant of Venus,1198,"Economic, Exploration, Science Fiction, Space Exploration, Transportation","Commodity Speculation, Dice Rolling, Movement Points, Pick-up and Deliver, Point to Point Movement, Roll / Spin and Move, Solo / Solitaire Game, Trading, Variable Set-up",1988,180,12,2721,7.14456,6.46478,1.52702,972,280,2.8357,4,97.28,5,9,2
Fog of Love,1199,"Bluffing, Card Game, Deduction","Communication Limits, Hand Management, Role Playing, Semi-Cooperative Game, Simulation, Simultaneous Action Selection, Storytelling",2017,120,17,6782,6.76644,6.46469,1.64782,1559,117,2.2222,2,53.97,3,7,4
Viceroy,1200,"Bluffing, Card Game, City Building, Civilization, Fantasy, Negotiation","Auction: Sealed Bid, Hand Management, Memory, Open Drafting, Set Collection, Tile Placement",2014,60,13,5408,6.80643,6.46405,1.28919,1333,224,2.6473,3,32.08,6,6,3
Ulm,1201,"Medieval, Renaissance","Area Majority / Influence, Bias, Set Collection, Slide/Push, Victory Points as a Resource",2016,75,10,3133,7.03727,6.4637,1.17521,660,97,2.701,3,30.35,2,5,2
Planet Steam,1202,"Economic, Industry / Manufacturing, Science Fiction","Auction/Bidding, Commodity Speculation, Market, Trading",2008,180,14,2823,7.11605,6.46348,1.44204,843,228,3.7588,4,98.21,3,4,2
18Chesapeake,1203,"Economic, Trains, Transportation","Auction/Bidding, Hexagon Grid, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource",2020,180,13,1327,7.78209,6.46348,1.28295,378,75,3.8667,4,97.5,3,8,2
Copenhagen,1204,Puzzle,"Hand Management, Pattern Building",2019,40,8,3197,7.03681,6.46279,1.14888,603,63,1.6825,4,59.31,1,2,1
Elfenland,1205,"Fantasy, Travel","Hand Management, Network and Route Building, Open Drafting, Point to Point Movement",1998,60,10,8572,6.69018,6.4624,1.2499,2218,703,2.1579,4,12.84,2,4,1
Unmatched Game System,1206,"Card Game, Fantasy, Fighting, Miniatures","Action Points, Area Movement, Card Play Conflict Resolution, Hand Management, Line of Sight, Point to Point Movement, Take That, Team-Based Game, Variable Player Powers",2019,40,9,1016,8.36204,6.46234,1.36583,136,30,2.0333,2,10.0,4,9,3
Guildhall,1207,"Card Game, Medieval","Hand Management, Set Collection, Take That",2012,45,10,4053,6.90044,6.46146,1.24557,966,220,2.0682,2,62.5,2,3,1
Endless Winter: Paleoamericans,1208,"Prehistoric, Territory Building","Area Majority / Influence, Deck Bag and Pool Building, End Game Bonuses, Hand Management, Modular Board, Set Collection, Solo / Solitaire Game, Tech Trees / Tech Tracks, Worker Placement",2022,120,12,1314,7.99833,6.46051,1.50696,611,94,3.2234,3,173.33,2,9,1
The Magic Labyrinth,1209,"Childrens Game, Fantasy, Maze, Memory","Dice Rolling, Grid Movement, Memory, Network and Route Building, Roll / Spin and Move",2009,30,6,5563,6.82153,6.45986,1.20344,1244,196,1.2296,4,37.03,4,5,1
1862: Railway Mania in the Eastern Counties,1210,"Economic, Trains","Auction/Bidding, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource",2013,300,14,969,8.2768,6.45951,1.37438,357,87,4.6207,4,58.25,2,7,2
Medina,1211,"Abstract Strategy, City Building, Post-Napoleonic","Grid Coverage, Square Grid, Tile Placement",2001,60,10,3125,7.01595,6.45898,1.26405,871,274,2.781,4,71.97,3,3,1
Rialto,1212,"Political, Renaissance","Area Majority / Influence, Auction/Bidding, Open Drafting",2013,45,10,3930,6.90249,6.45769,1.16818,869,264,2.5455,4,37.5,2,3,1
Evo,1213,"Animals, Prehistoric, Science Fiction","Area Majority / Influence, Area Movement, Auction/Bidding, Dice Rolling, Hand Management, Turn Order: Stat-Based, Variable Player Powers, Victory Points as a Resource",2001,120,12,4430,6.86962,6.45663,1.20092,1282,446,2.343,4,48.43,3,8,3
Betrayal at Baldur's Gate,1214,"Adventure, Exploration, Fantasy, Miniatures","Cooperative Game, Dice Rolling, Map Addition, Modular Board, Role Playing, Storytelling, Team-Based Game, Traitor Game, Variable Player Powers",2017,60,12,3485,7.10602,6.45605,1.43542,674,58,2.5517,5,85.84,4,9,4
Dead Man's Draw,1215,"Card Game, Pirates","Push Your Luck, Set Collection, Take That, Variable Player Powers",2015,15,13,5118,6.85228,6.45596,1.27279,1146,184,1.3424,4,21.74,2,4,1
Ubongo,1216,"Puzzle, Real-time","Grid Coverage, Pattern Building, Set Collection",2003,25,8,8695,6.69658,6.45525,1.29663,1702,495,1.5131,4,37.07,2,3,1
UBOOT: The Board Game,1217,"Miniatures, Nautical, Real-time, Wargame, World War II","Action Points, Cooperative Game, Simulation, Solo / Solitaire Game, Variable Player Powers, Worker Placement",2019,120,12,1874,7.6663,6.45494,1.78808,587,132,4.0985,4,196.68,5,6,4
Timeline: Inventions,1218,"Card Game, Educational, Trivia",,2010,15,8,7911,6.70563,6.45489,1.17006,1309,326,1.1012,4,14.74,3,0,3
Sylvion,1219,"Animals, Card Game, Environmental, Fantasy","Card Play Conflict Resolution, Cooperative Game, Events, Grid Movement, Hand Management, Interrupts, Open Drafting, Solo / Solitaire Game",2015,30,10,2905,7.08601,6.45461,1.26074,759,106,2.0472,1,26.98,4,8,1
ISS Vanguard,1220,"Adventure, Exploration, Miniatures, Science Fiction, Space Exploration","Cooperative Game, Dice Rolling, Open Drafting, Scenario / Mission / Campaign Game, Storytelling",2022,120,13,989,9.09779,6.45399,1.59264,584,74,3.4054,2,333.75,5,5,5
Catacombs,1221,"Action / Dexterity, Adventure, Fantasy, Fighting","Flicking, Player Elimination, Role Playing, Team-Based Game, Variable Player Powers",2010,60,12,2936,7.07051,6.45372,1.36531,983,207,1.9565,5,61.56,4,5,3
Rallyman,1222,"Racing, Sports","Dice Rolling, Modular Board, Push Your Luck, Race, Simulation, Solo / Solitaire Game",2009,45,9,2470,7.20263,6.45353,1.39697,663,210,2.1619,3,73.33,2,6,1
Axis & Allies Europe 1940,1223,"Economic, Fighting, Wargame, World War II","Area Majority / Influence, Area Movement, Dice Rolling, Team-Based Game",2010,360,12,2068,7.55807,6.45349,1.6416,456,135,3.4889,4,44.93,4,4,2
Dark Moon,1224,"Bluffing, Deduction, Dice, Movies / TV / Radio theme, Print & Play, Science Fiction, Space Exploration, Spies/Secret Agents","Dice Rolling, Role Playing, Team-Based Game, Traitor Game, Variable Player Powers",2011,75,12,3292,7.00252,6.45247,1.38586,875,123,2.3659,5,42.95,8,5,3
Dale of Merchants 2,1225,"Animals, Card Game, Fantasy, Print & Play","Deck Bag and Pool Building, Dice Rolling, Hand Management, Open Drafting, Set Collection, Take That",2016,30,10,2089,7.30997,6.45227,1.25969,472,46,2.087,3,30.0,4,6,3
Maximum Apocalypse,1226,"Card Game, Science Fiction, Zombies","Action Points, Campaign / Battle Card Driven, Cooperative Game, Hand Management, Modular Board, Pick-up and Deliver",2018,90,13,1875,7.55906,6.45045,1.32759,504,62,2.1452,4,39.5,3,6,4
Conflict of Heroes: Storms of Steel! – Kursk 1943,1227,"Wargame, World War II","Action Points, Dice Rolling, Hexagon Grid, Modular Board, Simulation",2009,120,12,1474,7.70304,6.45042,1.50666,456,157,3.1019,2,37.5,2,5,3
Moonrakers,1228,Science Fiction,"Action Points, Deck Bag and Pool Building, Dice Rolling, Hand Management, Negotiation, Trading",2020,120,14,1616,7.84907,6.45038,1.56063,419,45,2.4667,4,85.0,1,6,3
Super-Skill Pinball: 4-Cade,1229,Dice,"Bingo, Dice Rolling, Paper-and-Pencil, Roll / Spin and Move, Solo / Solitaire Game",2020,30,12,2332,7.20754,6.44883,1.30634,520,36,2.2222,1,17.81,1,5,2
Qwinto,1230,"Dice, Number","Dice Rolling, Paper-and-Pencil, Pattern Building",2015,15,8,3113,7.01807,6.4486,1.08528,624,83,1.3253,3,9.69,2,3,1
Hellboy: The Board Game,1231,"Adventure, Comic Book / Strip, Exploration, Fighting, Horror, Miniatures","Area Movement, Cooperative Game, Dice Rolling, Modular Board, Solo / Solitaire Game, Variable Player Powers",2019,90,14,1661,7.86267,6.44729,1.42139,431,60,2.9333,4,265.73,6,6,4
Paris,1232,"City Building, Economic, Post-Napoleonic","Area Majority / Influence, Set Collection, Tile Placement",2020,90,12,2114,7.29367,6.44604,1.26434,447,75,2.7867,4,66.86,3,3,1
Codex Naturalis,1233,"Card Game, Environmental","Hand Management, Layering, Pattern Building",2021,30,7,2441,7.23179,6.44572,1.14577,357,62,1.8065,2,12.97,2,3,1
Ghost Blitz,1234,"Action / Dexterity, Card Game, Childrens Game, Real-time","Pattern Recognition, Speed Matching",2010,20,8,8179,6.70895,6.44421,1.33953,1505,330,1.1485,5,17.89,4,2,1
KeyForge: Age of Ascension,1235,"Card Game, Fantasy, Fighting","Hand Management, Take That",2019,45,14,2250,7.28362,6.44399,1.5281,391,35,2.6857,2,19.36,3,2,4
New Angeles,1236,"Bluffing, Miniatures, Negotiation, Political, Science Fiction","Hidden Roles, Semi-Cooperative Game, Traitor Game, Variable Player Powers, Voting",2016,240,14,2924,7.09864,6.44288,1.6486,644,92,3.25,6,54.16,5,5,4
Cartagena,1237,"Nautical, Pirates","Action Points, Catch the Leader, Hand Management, Modular Board, Race, Resource to Move, Track Movement",2000,45,8,7726,6.6844,6.44284,1.19208,2213,759,1.6047,3,39.62,2,7,1
Mariposas,1238,"Animals, Environmental","Grid Movement, Hexagon Grid, Movement Points, Set Collection, Turn Order: Stat-Based",2020,75,14,3891,6.9144,6.44258,1.30191,676,112,2.1696,3,32.74,2,5,2
Heroes of Normandie,1239,"Wargame, World War II","Action Queue, Dice Rolling, Grid Movement, Hand Management, Line of Sight, Modular Board, Simulation, Square Grid, Variable Player Powers",2014,60,14,2062,7.464,6.44163,1.50897,562,141,2.7376,2,65.0,2,9,2
One Deck Dungeon: Forest of Shadows,1240,"Adventure, Card Game, Exploration, Medieval, Video Game Theme","Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Move Through Deck, Solo / Solitaire Game",2017,45,14,2668,7.1511,6.44036,1.25777,659,50,2.32,1,22.99,5,5,2
Flick of Faith,1241,"Action / Dexterity, Mythology","Area Majority / Influence, Flicking, Variable Player Powers, Voting",2019,40,8,1854,7.40539,6.44035,1.28073,248,47,1.2128,4,35.0,2,4,2
Saboteur,1242,"Bluffing, Card Game, Exploration, Fantasy, Party Game","Hand Management, Hidden Roles, Map Addition, Network and Route Building, Take That, Team-Based Game, Traitor Game",2004,30,8,29283,6.55735,6.44034,1.29441,5125,1523,1.323,7,10.92,5,7,1
Keyper,1243,"City Building, Economic, Farming, Medieval","Area Majority / Influence, Set Collection, Tile Placement, Worker Placement",2017,120,14,1940,7.31338,6.43986,1.27315,514,58,3.6034,3,51.23,4,4,1
Fire & Axe: A Viking Saga,1244,"Medieval, Nautical","Action Points, Area Movement, Dice Rolling, Pick-up and Deliver",2004,90,12,3125,6.99711,6.43744,1.34137,1161,315,2.6698,4,50.19,2,4,3
TransAmerica,1245,Trains,"Connections, Race, Score-and-Reset Game",2001,30,13,7966,6.67605,6.43698,1.32034,2417,833,1.3481,5,48.97,1,3,1
Fearsome Floors,1246,Horror,"Grid Movement, Modular Board, Race",2003,60,10,7994,6.67375,6.43693,1.22914,2201,668,1.8189,5,39.37,1,3,1
The Captain Is Dead,1247,"Fighting, Science Fiction","Action Points, Area Movement, Cooperative Game, Hand Management, Open Drafting, Variable Player Powers",2014,90,14,2920,7.09761,6.43576,1.34373,727,83,2.3855,4,37.8,2,6,3
Star Trek: Catan,1248,"Movies / TV / Radio theme, Negotiation, Science Fiction","Dice Rolling, Hand Management, Modular Board, Network and Route Building, Trading",2012,75,10,3521,7.00259,6.43466,1.35327,856,130,2.3538,4,90.66,3,5,2
Rolling Realms,1249,"Number, Print & Play","Bingo, Dice Rolling, Paper-and-Pencil, Simultaneous Action Selection, Solo / Solitaire Game",2021,30,14,2236,7.22328,6.43427,1.25222,424,65,1.9385,1,21.55,2,5,2
Wings of War: Famous Aces,1250,"Aviation / Flight, Card Game, Wargame, World War I","Action Queue, Movement Template, Player Elimination, Programmed Movement, Scenario / Mission / Campaign Game, Simulation, Simultaneous Action Selection, Team-Based Game, Three Dimensional Movement",2004,30,10,4687,6.85985,6.43268,1.36068,1458,522,1.7356,4,33.67,4,9,1
Eat Poop You Cat,1251,"Humor, Party Game",Paper-and-Pencil,0,20,0,1647,7.45888,6.43147,1.78299,515,118,1.1102,7,,2,1,1
Carnival of Monsters,1252,"Card Game, Fantasy","Closed Drafting, Dice Rolling, Loans, Set Collection",2019,45,12,2193,7.2842,6.43052,1.25779,370,62,2.129,4,26.5,2,4,3
Mega Civilization,1253,"Ancient, Civilization, Economic, Negotiation, Political","Area Movement, Hot Potato, Set Collection, Trading",2015,720,12,1013,8.24186,6.43015,1.6368,302,82,3.6707,9,837.5,5,4,3
Warsaw: City of Ruins,1254,"City Building, Economic","Closed Drafting, Simultaneous Action Selection, Tile Placement",2016,60,10,1908,7.32817,6.43013,1.10703,437,54,2.2222,4,23.12,2,3,2
Exit: The Game – The Forgotten Island,1255,"Deduction, Puzzle, Real-time",Cooperative Game,2017,90,12,3311,6.95206,6.43007,1.41623,551,39,2.641,2,15.3,3,1,5
Coloma,1256,"American West, City Building","End Game Bonuses, Hand Management, Rondel, Simultaneous Action Selection, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers, Worker Placement",2019,90,13,1821,7.37493,6.42978,1.1975,367,69,2.9565,4,54.33,2,8,1
Titan,1257,"Fantasy, Wargame","Dice Rolling, Minimap Resolution, Player Elimination, Roll / Spin and Move, Secret Unit Deployment, Set Collection",1980,240,12,3952,6.9655,6.42969,1.77971,1577,425,3.4612,2,80.25,2,6,1
Tussie Mussie,1258,"Card Game, Print & Play","Betting and Bluffing, I Cut You Choose, Open Drafting, Set Collection",2019,30,8,3305,6.96997,6.42927,1.21992,787,100,1.11,2,16.52,2,4,3
The Little Prince: Make Me a Planet,1259,"Novel-based, Territory Building","Closed Drafting, Set Collection",2013,25,8,3692,6.90818,6.4291,1.20431,675,174,1.5805,4,28.2,2,2,1
